feature_idx,feature_name,tree_importance,minimum_depth,used_in_tree,normalized_tree_importance,rank_tree_importance
155,maccs_bit_155,0.315535581943697,0.0,True,0.315535581943697,1
86,maccs_bit_86,0.2448449186622959,1.0,True,0.2448449186622959,2
72,maccs_bit_72,0.19181150683339365,1.0,True,0.19181150683339365,3
103,maccs_bit_103,0.1409037786797605,2.0,True,0.1409037786797605,4
19,maccs_bit_19,0.10690421388085294,2.0,True,0.10690421388085294,5
0,maccs_bit_0,0.0,,False,0.0,6
1,maccs_bit_1,0.0,,False,0.0,7
2,maccs_bit_2,0.0,,False,0.0,8
3,maccs_bit_3,0.0,,False,0.0,9
4,maccs_bit_4,0.0,,False,0.0,10
5,maccs_bit_5,0.0,,False,0.0,11
6,maccs_bit_6,0.0,,False,0.0,12
7,maccs_bit_7,0.0,,False,0.0,13
8,maccs_bit_8,0.0,,False,0.0,14
9,maccs_bit_9,0.0,,False,0.0,15
10,maccs_bit_10,0.0,,False,0.0,16
11,maccs_bit_11,0.0,,False,0.0,17
12,maccs_bit_12,0.0,,False,0.0,18
13,maccs_bit_13,0.0,,False,0.0,19
14,maccs_bit_14,0.0,,False,0.0,20
15,maccs_bit_15,0.0,,False,0.0,21
16,maccs_bit_16,0.0,,False,0.0,22
17,maccs_bit_17,0.0,,False,0.0,23
18,maccs_bit_18,0.0,,False,0.0,24
20,maccs_bit_20,0.0,,False,0.0,25
21,maccs_bit_21,0.0,,False,0.0,26
22,maccs_bit_22,0.0,,False,0.0,27
23,maccs_bit_23,0.0,,False,0.0,28
24,maccs_bit_24,0.0,,False,0.0,29
25,maccs_bit_25,0.0,,False,0.0,30
26,maccs_bit_26,0.0,,False,0.0,31
27,maccs_bit_27,0.0,,False,0.0,32
28,maccs_bit_28,0.0,,False,0.0,33
29,maccs_bit_29,0.0,,False,0.0,34
30,maccs_bit_30,0.0,,False,0.0,35
31,maccs_bit_31,0.0,,False,0.0,36
32,maccs_bit_32,0.0,,False,0.0,37
33,maccs_bit_33,0.0,,False,0.0,38
34,maccs_bit_34,0.0,,False,0.0,39
35,maccs_bit_35,0.0,,False,0.0,40
36,maccs_bit_36,0.0,,False,0.0,41
37,maccs_bit_37,0.0,,False,0.0,42
38,maccs_bit_38,0.0,,False,0.0,43
39,maccs_bit_39,0.0,,False,0.0,44
40,maccs_bit_40,0.0,,False,0.0,45
41,maccs_bit_41,0.0,,False,0.0,46
42,maccs_bit_42,0.0,,False,0.0,47
43,maccs_bit_43,0.0,,False,0.0,48
44,maccs_bit_44,0.0,,False,0.0,49
45,maccs_bit_45,0.0,,False,0.0,50
46,maccs_bit_46,0.0,,False,0.0,51
47,maccs_bit_47,0.0,,False,0.0,52
48,maccs_bit_48,0.0,,False,0.0,53
49,maccs_bit_49,0.0,,False,0.0,54
50,maccs_bit_50,0.0,,False,0.0,55
51,maccs_bit_51,0.0,,False,0.0,56
52,maccs_bit_52,0.0,,False,0.0,57
53,maccs_bit_53,0.0,,False,0.0,58
54,maccs_bit_54,0.0,,False,0.0,59
55,maccs_bit_55,0.0,,False,0.0,60
56,maccs_bit_56,0.0,,False,0.0,61
57,maccs_bit_57,0.0,,False,0.0,62
58,maccs_bit_58,0.0,,False,0.0,63
59,maccs_bit_59,0.0,,False,0.0,64
60,maccs_bit_60,0.0,,False,0.0,65
61,maccs_bit_61,0.0,,False,0.0,66
62,maccs_bit_62,0.0,,False,0.0,67
63,maccs_bit_63,0.0,,False,0.0,68
64,maccs_bit_64,0.0,,False,0.0,69
65,maccs_bit_65,0.0,,False,0.0,70
66,maccs_bit_66,0.0,,False,0.0,71
67,maccs_bit_67,0.0,,False,0.0,72
68,maccs_bit_68,0.0,,False,0.0,73
69,maccs_bit_69,0.0,,False,0.0,74
70,maccs_bit_70,0.0,,False,0.0,75
71,maccs_bit_71,0.0,,False,0.0,76
73,maccs_bit_73,0.0,,False,0.0,77
74,maccs_bit_74,0.0,,False,0.0,78
75,maccs_bit_75,0.0,,False,0.0,79
76,maccs_bit_76,0.0,,False,0.0,80
77,maccs_bit_77,0.0,,False,0.0,81
78,maccs_bit_78,0.0,,False,0.0,82
79,maccs_bit_79,0.0,,False,0.0,83
80,maccs_bit_80,0.0,,False,0.0,84
81,maccs_bit_81,0.0,,False,0.0,85
82,maccs_bit_82,0.0,,False,0.0,86
83,maccs_bit_83,0.0,,False,0.0,87
84,maccs_bit_84,0.0,,False,0.0,88
85,maccs_bit_85,0.0,,False,0.0,89
87,maccs_bit_87,0.0,,False,0.0,90
88,maccs_bit_88,0.0,,False,0.0,91
89,maccs_bit_89,0.0,,False,0.0,92
90,maccs_bit_90,0.0,,False,0.0,93
91,maccs_bit_91,0.0,,False,0.0,94
92,maccs_bit_92,0.0,,False,0.0,95
93,maccs_bit_93,0.0,,False,0.0,96
94,maccs_bit_94,0.0,,False,0.0,97
95,maccs_bit_95,0.0,,False,0.0,98
96,maccs_bit_96,0.0,,False,0.0,99
97,maccs_bit_97,0.0,,False,0.0,100
98,maccs_bit_98,0.0,,False,0.0,101
99,maccs_bit_99,0.0,,False,0.0,102
100,maccs_bit_100,0.0,,False,0.0,103
101,maccs_bit_101,0.0,,False,0.0,104
102,maccs_bit_102,0.0,,False,0.0,105
104,maccs_bit_104,0.0,,False,0.0,106
105,maccs_bit_105,0.0,,False,0.0,107
106,maccs_bit_106,0.0,,False,0.0,108
107,maccs_bit_107,0.0,,False,0.0,109
108,maccs_bit_108,0.0,,False,0.0,110
109,maccs_bit_109,0.0,,False,0.0,111
110,maccs_bit_110,0.0,,False,0.0,112
111,maccs_bit_111,0.0,,False,0.0,113
112,maccs_bit_112,0.0,,False,0.0,114
113,maccs_bit_113,0.0,,False,0.0,115
114,maccs_bit_114,0.0,,False,0.0,116
115,maccs_bit_115,0.0,,False,0.0,117
116,maccs_bit_116,0.0,,False,0.0,118
117,maccs_bit_117,0.0,,False,0.0,119
118,maccs_bit_118,0.0,,False,0.0,120
119,maccs_bit_119,0.0,,False,0.0,121
120,maccs_bit_120,0.0,,False,0.0,122
121,maccs_bit_121,0.0,,False,0.0,123
122,maccs_bit_122,0.0,,False,0.0,124
123,maccs_bit_123,0.0,,False,0.0,125
124,maccs_bit_124,0.0,,False,0.0,126
125,maccs_bit_125,0.0,,False,0.0,127
126,maccs_bit_126,0.0,,False,0.0,128
127,maccs_bit_127,0.0,,False,0.0,129
128,maccs_bit_128,0.0,,False,0.0,130
129,maccs_bit_129,0.0,,False,0.0,131
130,maccs_bit_130,0.0,,False,0.0,132
131,maccs_bit_131,0.0,,False,0.0,133
132,maccs_bit_132,0.0,,False,0.0,134
133,maccs_bit_133,0.0,,False,0.0,135
134,maccs_bit_134,0.0,,False,0.0,136
135,maccs_bit_135,0.0,,False,0.0,137
136,maccs_bit_136,0.0,,False,0.0,138
137,maccs_bit_137,0.0,,False,0.0,139
138,maccs_bit_138,0.0,,False,0.0,140
139,maccs_bit_139,0.0,,False,0.0,141
140,maccs_bit_140,0.0,,False,0.0,142
141,maccs_bit_141,0.0,,False,0.0,143
142,maccs_bit_142,0.0,,False,0.0,144
143,maccs_bit_143,0.0,,False,0.0,145
144,maccs_bit_144,0.0,,False,0.0,146
145,maccs_bit_145,0.0,,False,0.0,147
146,maccs_bit_146,0.0,,False,0.0,148
147,maccs_bit_147,0.0,,False,0.0,149
148,maccs_bit_148,0.0,,False,0.0,150
149,maccs_bit_149,0.0,,False,0.0,151
150,maccs_bit_150,0.0,,False,0.0,152
151,maccs_bit_151,0.0,,False,0.0,153
152,maccs_bit_152,0.0,,False,0.0,154
153,maccs_bit_153,0.0,,False,0.0,155
154,maccs_bit_154,0.0,,False,0.0,156
156,maccs_bit_156,0.0,,False,0.0,157
157,maccs_bit_157,0.0,,False,0.0,158
158,maccs_bit_158,0.0,,False,0.0,159
159,maccs_bit_159,0.0,,False,0.0,160
160,maccs_bit_160,0.0,,False,0.0,161
161,maccs_bit_161,0.0,,False,0.0,162
162,maccs_bit_162,0.0,,False,0.0,163
163,maccs_bit_163,0.0,,False,0.0,164
164,maccs_bit_164,0.0,,False,0.0,165
165,maccs_bit_165,0.0,,False,0.0,166
166,maccs_bit_166,0.0,,False,0.0,167
